CPU Usage Percentage
10
21
31
35
43
62
68
79
85
99
109
11
19
26
41
47
52
61
97
77
90
101
9
16
31
46
48
61
83
74
89
91
100
9
19
25
41
48
59
63
73
85
98
111
6
19
22
41
46
51
72
75
97
76
114
6
17
27
39
48
55
72
70
92
104
94
7
21
21
33
49
54
71
75
85
99
102
9
19
26
37
50
66
63
73
84
94
112
8
16
26
41
45
62
71
77
85
92
103
7
20
28
38
47
62
62
75
94
76
95
7
19
31
35
47
64
61
80
91
84
106
7
26
29
27
47
59
64
77
83
89
112
8
13
29
40
45
57
68
82
70
85
104
6
17
27
40
43
49
65
86
107
71
102
5
16
28
41
55
55
57
77
96
99
110
9
14
28
43
56
58
63
76
84
108
106
7
14
34
37
45
65
34
82
87
93
112
6
19
28
41
49
52
72
78
83
102
106
8
17
34
39
49
61
67
73
90
98
112
7
22
32
41
47
59
69
80
86
99
110
9
16
28
38
58
59
65
75
90
97
108
9
15
26
40
47
53
65
72
92
10
21
26
32
46
55
71
81
88
102
109
8
17
33
43
56
58
64
90
47
80
114
7
14
32
31
52
60
70
83
82
101
108
9
18
30
38
42
61
72
81
99
101
110
6
24
30
46
51
61
69
75
87
93
108
11
20
30
43
51
54
71
79
93
98
101
8
19
25
37
45
59
70
77
97
92
106
10
14
33
46
46
65
68
76
91
93
98
9
15
24
38
45
57
67
80
88
98
113
9
20
28
40
50
59
66
77
85
99
107
8
21
26
34
42
55
71
93
87
85
102
6
24
28
21
46
56
76
79
79
100
102
9
13
31
36
45
60
66
87
76
91
4
19
29
37
47
58
62
76
86
89
109
7
16
24
24
47
56
67
72
88
98
104
5
19
30
36
48
43
69
80
85
89
103
6
21
29
33
49
53
57
84
82
100
108
11
22
29
45
45
61
65
73
86
92
98
10
20
25
41
47
54
69
78
90
91
109
6
21
34
35
49
62
58
74
83
106
112
9
15
28
40
43
57
69
77
82
90
114
7
9
28
39
42
55
55
78
89
82
117
4
18
26
39
51
52
64
75
85
86
5
19
24
31
50
62
66
81
73
95
7
19
29
39
42
58
6
23
22
40
49
60
106
9
16
29
37
47
63
7
18
30
36
48
57
61
68
79
98
119
6
22
27
39
48
57
66
76
81
94
107
10
16
20
41
53
67
65
78
83
103
114
9
15
27
33
51
50
63
73
77
91
94
8
19
27
34
47
50
71
71
83
96
100
8
20
27
38
46
58
62
66
85
86
81
9
18
25
39
46
49
65
81
78
93
109
6
20
24
42
43
63
67
75
91
95
98
7
22
32
35
59
53
64
66
90
89
113
6
13
29
39
52
55
65
72
84
96
105
9
14
26
39
47
58
63
80
80
102
104
7
19
26
38
43
55
64
79
85
99
108
7
23
28
36
47
51
66
75
67
100
104
9
19
26
41
44
41
61
68
84
89
109
7
16
28
39
47
55
66
76
81
89
109
11
20
30
41
49
52
65
86
88
89
124
7
15
26
35
51
57
61
77
85
88
107
9
17
22
47
48
51
66
85
93
96
102
9
19
22
40
49
51
69
73
100
88
104
9
23
26
40
48
57
66
83
84
96
105
6
21
25
37
49
56
73
78
84
106
106
6
17
30
33
45
57
66
78
84
88
104
9
16
34
36
35
57
66
72
64
8
20
29
37
46
50
66
83
84
94
98
6
22
27
35
51
59
65
78
89
91
108
7
18
30
36
45
50
67
70
93
94
104
7
20
22
40
49
60
66
74
99
89
105
8
17
29
38
44
56
69
73
86
96
107
7
23
29
33
51
56
62
75
85
88
116
7
20
33
35
46
61
63
71
81
100
9
19
28
41
44
54
68
95
78
97
81
9
18
31
45
50
58
69
76
79
99
100
9
19
31
37
49
63
59
78
88
93
109
8
19
29
39
48
56
71
81
90
87
106
9
17
25
35
49
59
64
69
85
95
107
7
16
30
37
57
61
62
90
105
98
101
8
16
29
39
49
56
56
75
83
109
110
8
19
25
42
44
55
59
72
89
90
96
11
18
25
39
43
51
67
75
89
91
115
9
20
29
37
49
52
78
77
81
104
105
8
22
32
42
44
52
74
95
95
7
19
30
42
47
57
67
74
82
96
109
8
16
28
40
51
56
56
76
86
36
111
10
16
28
40
46
58
64
73
84
96
101
8
13
35
44
51
60
68
75
90
87
57
7
16
21
36
42
72
62
76
90
100
104
8
19
23
46
47
52
72
87
95
72
98
